channel_id,title,appearances_in_searches,subscriber_count,view_count,video_count,published_at,country,playlist_id,description
UC3UwrWtAFlAkFl_3Nia756g,numiqo,9,256000,16905553,201,2020-05-16 09:26:49.493918+00:00,Austria,UU3UwrWtAFlAkFl_3Nia756g,"Hi! Were Dr. Hannah VolkJesussek and Dr. Mathias Jesussek, and our mission is to make statistics simple and approachable for everyone. On this channel, we break down fundamental statistical concepts into easytounderstand explanations. Plus, we introduce you to DATAtab  a powerful yet userfriendly tool to help you effortlessly analyze your data.

Lets make statistics less intimidating and more empowering, one step at a time!"
UC0GmdVKZhMM3Rmielp4oVAA,Stefanovic,8,327000,13039916,108,,United States,UU0GmdVKZhMM3Rmielp4oVAA,Escape the 95. Live your Dream Life. Sharing my lessons along this journey.
UCqthnyniZheHyw_r8s_qoDQ,Rajat jain,9,10000,462760,145,2021-07-29 19:25:57.116700+00:00,India,UUqthnyniZheHyw_r8s_qoDQ,"Are you eager to break into the world of data and become a successful Data Analyst or Data Engineer or Data Scientist ?  With 9 years of IT experience as a Data Analyst at top companies like Infosys, TCS, LTImindtree, and TSystems, Im here to share my knowledge and help you master the skills needed in todays datadriven world.

What Youll Learn

Power BI Unlock the power of data visualization and learn how to create insightful reports.
SQL Master the language of databases and learn how to query, manipulate, and manage data like a pro.
Career Tips via our Podcast Shows  Get practical advice on how to land your dream job, build a strong portfolio, and succeed in the data analytics .
Whether youre just starting out or looking to enhance your existing skills, this channel has something for everyone. Subscribe now and start your journey 
dataanalyst   datascience  powerbi  dataanalytics  sql"
UCuLgfhXLVT7o1EUx8YNwV6A,Sheryians AI School,6,38800,1123828,90,2025-02-21 19:56:39.851722+00:00,India,UUuLgfhXLVT7o1EUx8YNwV6A,"Welcome to Sheryians AI School 
Your onestop destination to explore Artificial Intelligence, Machine Learning, Data Science, Data Analysis, Python and everything smart enough to shape the future 

Here we simplify complex topics, share realworld projects, and make sure learning AI feels less like a headache and more like an exciting journey 

Whether youre just starting or leveling up your skills, this is the place to be. Hit subscribe and lets decode the future together! 

Subscribe Karo maza aa jaaye ga"
UCDS0CaKe4MDhrKBwVdiUGjQ,Tech Table Tutor,5,25600,6772629,923,2024-06-02 16:52:45.674116+00:00,India,UUDS0CaKe4MDhrKBwVdiUGjQ,"Upload Schedule
 Daily Shorts  Every day at 7 PM
 Weekly Video  Every Friday at 7 PM
 Daily Post  Every day at 7 PM

Welcome to TechTableTutor, your goto hub for smart tech tricks, productivity hacks, and expert tutorials in Microsoft Excel, Word, PowerPoint, and Windows! Whether youre a beginner or a pro, we simplify complex concepts with easytofollow videos in Hindi  English.

 Excel Tips  Tricks 
 Word Formatting  Automation 
 PowerPoint Presentations Like a Pro 
 Windows Shortcuts  Productivity Hacks 

Join us to boost your skills and work smarter, not harder!

Subscribe now  stay ahead in the tech game!

Im Mukesh Maurya, a Mechanical Engineer with an MBA in Operations Management. Join me at TechTableTutor for expert insights, practical tricks, and comprehensive tutorials on Excel, MS Office, and beyond! Together, well unlock the full potential of these powerful tools."
UCNFmBuclxQPe57orKiQbyfA,Tanay Pratap,6,307000,33229946,864,,India,UUNFmBuclxQPe57orKiQbyfA,"Tanay Pratap, lovingly called Tanay Bhaiya, is an engineer, turned educator, turned entrepreneur.
Tanay started his career in Network Security, then delved into Artificial Intelligence, and finally found his love with web development. He has worked at multinational companies such as Cisco and Microsoft.
At Microsoft, he worked on Microsoft Outlook and Teams  products with millions of users all over the world.
Tanay Bhaiya had been teaching on the side since 2014. But he finally stepped up in 2020 when the COVID19 pandemic left students with no job prospects.
Since then, Tanay has guided thousands of students to their first jobs in development through his two startups NeoG Camp and Roc8.
With great power comes great responsibility.
Realizing the impact that he can create on the education system of the country, Tanay resigned from his wellpaying job at Microsoft and raised 5M in funding to fix education.
Follow Tanay Bhaiya to witness how he changes education and hiring in India."
UCV3WVadReWTlbD5sz_nUHgA,Data Universe,5,7460,397793,213,2023-05-31 20:00:53.229520+00:00,Pakistan,UUV3WVadReWTlbD5sz_nUHgA,"Welcome to Data Universe! This channel is dedicated to empowering you with advanced skills and knowledge in the world of data analytics, business intelligence, and programming. Whether youre an Excel enthusiast, a Power BI enthusiast, or interested in Python, SQL, and data science, youre in the right place. Our goal is to provide you with valuable tutorials, tips, and techniques that will enhance your data analysis capabilities and help you make informed decisions.

So, if youre passionate about data analysis, business intelligence, and programming, dont forget to hit the subscribe button and turn on the notification bell to stay updated with our latest content."
UCyzh0DEqXiYLzlT-jMz9D9A,Data for Development,5,78900,7900475,23,,United Kingdom,UUyzh0DEqXiYLzlT-jMz9D9A,"Online ondemand courses, live online classes, free resources and a community for data professionals working in social impact interventions. Visit httpsdatafordev.com"
UC9jEmWZFQ3tv-uLqqd7CeNg,The Power BI Guy,6,22800,1642824,73,,United Kingdom,UU9jEmWZFQ3tv-uLqqd7CeNg,"I teach Power BI, Excel  SQL content!"
UC0OoEIimc3vlvfko3jZH0ww,Data From Zero to Hero,5,1680,49273,107,2023-02-20 19:34:21.295868+00:00,Poland,UU0OoEIimc3vlvfko3jZH0ww,"This course  is a complete Data Analyst  Engineering Course. The course provides the complete preparation you need to become a Data analyst  Data Engineer. During the course you will  learn lots of useful tools such as   Excel, Python, WebScraping tools, Pandas,  NumPy, Matplotlib, ScikitLearn, Seaborn, SQL, PosgreSQL, Tableau, AWS. Our plan is to eventually move to Machine learning. The course provides complete preparation for someone who wants to become a data analyst. I believe that this resource will significantly boost your chances of landing a job, as it will prepare you for practical tasks which are asked in during the interviews. Please subscribe and stay tuned if you want to keep learning with us."
UCBck_6Ly4P7Z2d6m4XxRkeA,Karina Data Scientist,6,6900,310433,129,2024-05-07 04:31:29.571105+00:00,Australia,UUBck_6Ly4P7Z2d6m4XxRkeA,"Hi, Im Karina! A decade ago, I transitioned from finance to the world of data analytics and data science. It is all started with simple VBA code, and I knew my life will never be the same. After that it was SQL, R, Python, PowerBI, Tableau, hours spent with Stackoverflow and Youtube tutorials. 

Want to learn Python or start coding, but it feels overwhelming  start with my Data Analysis with Python beginnerfriendly masterclass  httpskarinadatascientist.com 
 

Through my channel, I want to demystify data analysis and share my knowledge  from statistics and Excel to Python and ChatGPT.

Want to learn something new? Subscribe and hit the bell to get notified when I upload new videos!"
UCyUBX1dhIB0_XUszOacocJA,DataAnalyticWorld,6,153,5691,20,2022-01-23 15:56:34.414030+00:00,India,UUyUBX1dhIB0_XUszOacocJA,"Hi welcome to DataAnalyticWorld. 
Is it great idea learning data analysis and pursue career as Data Analyst.? Yes, it is.
1.Data Analytics is in high Demand
2.Higher Salaries
3. Anticipated Job Growth
So Why late....
In this DataAnalyticWorld you are going to be master in Data Analysis. You will learn about Tableau, MS SQL, Power BI, Qlick, Python, R, SAS, Business Analyst, Data Science, Statistics and Probability, Excel and what not all related about Data Analysis. Achieve your career and dreams from DataAnalyticWorld by subscribing to it.

Discover new way of learning and become a scholar as a 
Data Analyst 

Learn at ease and build a life you deserve..

Subscribe to learn more!!!!

New tutorial publishing on every week....

Little Disclaimer
Whatever I upload is made by me. Not copied from anywhere"
UC_LTk4kwxHI0Tj0568u7cxg,Lillian Chiu,5,325000,10439916,81,2021-12-06 20:15:24.129627+00:00,United States,UU_LTk4kwxHI0Tj0568u7cxg,"Hi! Im Lillian and I am a 25 yo Taiwanese working as a business analyst in new york. I moved to the U.S. 6 years ago for college and in my videos you will find me sharing my early career stories in tech, navigating through life in my 20s, and building my home away from home.

 For Inquiries
lillian.chiu.nycgmail.com

Socials
IG lillianchiu"
UChsIfN1sZzh6vF8Zx42kGMA,SPSS4RESEARCH,6,15700,616119,14,2022-02-19 03:02:42.529792+00:00,Unknown,UUhsIfN1sZzh6vF8Zx42kGMA,"SPSS4RESEARCH is a channel dedicated to teaching research data management using SPSS software. We aim to assist students, academics and researchers all over the world with easy ways of accomplishing their data management for theses, dissertations and any kind of quantitative research. 
Subscribe and Hit the notification icon to get notified of our constant updated videos. Feel free to request in the chat any kind of data analysis or data management you want to do and we will be more than happy to help. 

Important note The opinions, thoughts, and views expressed on this channel are solely my own and do not represent the views, policies, or opinions of my employers or any organizations I may be affiliated with. All content is created and shared for informational purposes only."
UCZAyzJefV9LFIIqRe7pe8Yw,Learn at Knowstar,6,47900,6366002,504,,Canada,UUZAyzJefV9LFIIqRe7pe8Yw,"Data and Analytics videos for all learners. SQL, Python, Spark, Artificial Intelligence, Machine Leaning
Collab and Sponsorships  Please contact at learnknowstar.org

Book a Personalized 1on1 SQL Mock Interview Session  USD 35
httpscalendly.comlearnknowstarsqlmockinterview

10 MustHave Tech Gear For Every Software Programmer 
httpsknowstar.blogspot.com20250710musthavetechgearforprogrammers.html

You can connect with us here 

Instagram  httpswww.instagram.comlearn.knowstar
Blog  httpknowstar.blogspot.com
Facebook  httpswww.facebook.comknowstartrainings
Linkedin  httpswww.linkedin.comcompanyknowstarelearningsolutions?viewAsMembertrue
Website  httpknowstar.org
Email  learnknowstar.org

Happy Learning with Learn at KnowStar!"
UCaEnuGKGWscOZTWAmJDXyrQ,Her Data Project,5,8880,333158,16,2022-10-07 10:48:13.556953+00:00,Unknown,UUaEnuGKGWscOZTWAmJDXyrQ,"Data Analysis projects from beginner to advanced
 Excel
 SQL
 PowerBI
 Tableau
 Python"
UC-yPpJpq1GFt7i9tcoj6R-g,Data with Luis | Data Analyst,5,1030,49101,45,,United States,UU-yPpJpq1GFt7i9tcoj6R-g,"My name is Luis and welcome to my channel!

With close to a decade of experience in the tech field, Ill be sharing my knowledge of PowerBI, Python, Tableau, and more.

Tune in for helpful tips, tutorials, and insights into the world of data analysis."
UC-klSBQEDFoGT93nDrbwZbg,real shahnawaj,6,14100,5337700,165,,India,UU-klSBQEDFoGT93nDrbwZbg,".........................................................
       
..........................................................
             ,
    
.   
.   
.     
.   
.  
.     
   ,,
  ,
               
  ,
 q    ,
 .
 
         ,
           ,
,  ,  ,
       
     ,"
UCqwkX8ZieryoPmcupkpcXRA,Analytics School,6,3410,186077,99,,India,UUqwkX8ZieryoPmcupkpcXRA,"Welcome To Analytics School.

The world, as we know it, is constantly evolving with ever changing technology that is unprecedented in history. There is no denying that data science and analytics have impacted on every aspect of our lives and businesses. Moreover, we are collecting data more then ever before. To analyze the data and extract meaningful insights that is where Analytics School platform will help you to learn how to efficiently analyze the data using concepts of data science  analytics.  

Today, its even more important then to stay relevant. We believe that each one of us is unique, so are our learning needs. Moreover, learning is a hard work and we are here to support you at every step. When learning a new skill arises when you feel you are stuck and you cant figure it out how to continue. Drop an email at analyticschoolgmail.com, we can contemplate life, movies, and of course you."
UCfzlCWGWYyIQ0aLC5w48gBQ,sentdex,6,1420000,118602710,1264,,United States,UUfzlCWGWYyIQ0aLC5w48gBQ,"Python Programming tutorials, going further than just the basics. Learn about machine learning, finance, data analysis, robotics, web development, game development and more.

I have 1000 videos, all of which do not fit on the front page. Try searching on the channel page, or via httpspythonprogramming.net. If you cannot find something, just ask! 

Bitcoin donations 1GV7srgR4NJx4vrk7avCmmVQQrqmv87ty6
Paypal donations HSKinsleygmail.com"
UCbBI_p0ZtBQeDwRdOzPjARw,SoftwareSchool - Coding Tutorials In Telugu,6,86200,5474628,990,2020-08-27 13:03:54.731421+00:00,India,UUbBI_p0ZtBQeDwRdOzPjARw,"Software job is your dream? Learn from basics to advanced concepts, realtime topics in Telugu and crack interviews easily.

Technologies 
1. Java Basics  Springboot frame work
2. ReactJS  HTML, CSS, Javascript and ReactJS
3. AngularJS
3. Python  web scraping  flask framework
4. PHP web development
5. ASP .Net
6. AWS Cloud
7. SQL  MySQL, PostgreSQL
8. MongoDB
9. ExpressJS

webdesigning webdevelopment java reactjs angular html sql 

 Realtime oriented training for Job Seekers 

Coding classes in Telugu 
Realtime projects 
Resume building, Interview preparation, Mock interviews 
Call 9032029072 
WhatsApp us on httpsbit.ly44p8mpV 
YouTube Channel httpsbit.ly3PPkewS 
WebsiteCourses  Syllabus httpsbit.ly3OaN9dP 
Instagram httpsbit.ly3pGyT2P
Email contactsoftwareschool.co
Telegram httpst.mesoftwareschoolofficialgroup 

Software School
SoftwareSchool
Software School coding"
UCmygEzOh7uDtHjzjFr8QFUA,Techzone Learning,6,401,32590,492,2021-04-17 07:34:09.419408+00:00,Pakistan,UUmygEzOh7uDtHjzjFr8QFUA,Go Higher With New Technology
UCBb7CQdP-bOuPm6w75ANAfw,ChhanditaChowdhury,6,65,6502,12,2020-04-04 08:44:32.095690+00:00,India,UUBb7CQdP-bOuPm6w75ANAfw,Unknown
UCIe8cgTx8GgD_12D0WTv1dw,Ayotunde Ajibola,6,2450,111280,180,,United Kingdom,UUIe8cgTx8GgD_12D0WTv1dw,"Welcome to a space dedicated to boosting your workplace efficiency, making every minute count for what truly matters. My tutorials focus on enhancing office productivity, covering a spectrum of tools and techniques

Microsoft Excel, Power BI, PowerPoint, VBA, OneNote, and other Office Products
Google Sheets
Accounting  Finance
 As an enthusiast for learning and improvement, I constantly explore new tools and techniques to share with you. My goal is to inspire you to experiment, learn, and share with others.

 About Me With a background in MBA, Tax Consultancy, Business Analysis, and Teaching, I bring a wealth of knowledge to help you excel in your endeavors.

 Subscribe now to elevate your skills. Expect a new video every Thursday and a quick shorts session every Sunday. Lets embark on this learning journey together!"
UClA6McOgpsViwULN4KFRx3Q,The Developer,6,35000,1906423,92,,India,UUlA6McOgpsViwULN4KFRx3Q,"Download and Access all Materials from here
httpsthedeveloperyt.com

Welcome to The Developer  your ultimate hub for all things Power BI, data visualization, dashboards, and data analysis. 

 Join us on a journey into the dynamic world of Power BI, where we transform data into actionable insights. Whether youre a novice or a pro, our channel offers concise tutorials and expert tips to level up your data skills.

 Dive into the art of data visualization and chart your course to stunning reports. Learn the art of creating compelling visualizations that tell your datas story.

 Uncover the secrets of data analysis. Master data cleansing, transformation, and advanced modeling techniques to extract the gold from your data.

Join The Developer community today and supercharge your Power BI skills. Dont forget to subscribe and hit the notification bell so you never miss a datapacked update!"
UCnxqF4t_F7B1dN1BmoTMbBA,DevelopersGuides,6,259000,58534269,1286,2022-02-01 03:51:01.003325+00:00,India,UUnxqF4t_F7B1dN1BmoTMbBA,"Welcome to Excel Mastery! 

Are you ready to unlock the full potential of Microsoft Excel? Whether youre a complete beginner or an advanced user looking to refine your skills, Excel Mastery is your ultimate resource. Our mission is to transform you into an Excel expert with our comprehensive tutorials, tips, and tricks.

What Youll Learn

StepbyStep Guides Easytofollow instructions for every level.
TimeSaving Hacks Boost your productivity with efficient techniques.
Data Analysis Techniques Learn to analyze data like a pro.
Interactive Dashboards Create dynamic and visually appealing dashboards.
RealWorld Case Studies Practical examples to apply your knowledge.

Thank you for watching! For any inquiries or collaborations, contact me on WhatsApp httpswa.me9354872914

Excel tutorials
Microsoft Excel
Excel tips and tricks
Excel for beginners
Advanced Excel
Data analysis Excel
Excel dashboards
Excel functions
Excel formulas
Excel charts
Pivot tables
Excel 2024"
UCwk47V1XafOrw83d_vwwGhg,DATA SCIENCE LOVERS,5,30200,1613162,165,2020-04-14 12:21:07.960238+00:00,India,UUwk47V1XafOrw83d_vwwGhg,"Learn Python, BigData Analysis, Machine Learning, Artificial Intelligence  Statistics with live examples and Real World Projects.

python machinelearning artificialintelligence bigdata"
UClOwA0kTI8m07kdjQYY3wmA,Zero To Data Analyst By Shalaka,6,581,31312,91,2020-09-08 15:41:09.403457+00:00,India,UUlOwA0kTI8m07kdjQYY3wmA,"Welcome to my Channel Zero to Data Analyst  your ultimate destination to master data analysis from scratch!
Whether youre a complete beginner or looking to level up your skills, this channel is designed to take you stepbystep through the journey of becoming a jobready data analyst. From learning Excel, SQL, Python, Power BI, and Tableau, to mastering realworld projects and interview prep, weve got everything you need.
This is for Beginners with zero coding or data background

Career switchers aiming to enter the data analytics field

Students and professionals seeking practical data skills
DataAnalyst DataAnalytics LearnDataAnalysis SQLForBeginners PythonForDataAnalysis  
PowerBI ExcelTips TableauTutorial CareerInData DataAnalysisForBeginners  
ZeroToDataAnalyst HowToBecomeADataAnalyst DataAnalystPortfolio AnalyticsJobs  
DataVisualization DataCleaning DataAnalyticsProjects"
UCRhUp6SYaJ7zme4Bjwt28DQ,David Langer,5,85600,1633411,111,,United States,UURhUp6SYaJ7zme4Bjwt28DQ,"I can teach you DIY data science skills.

Regardless of your role. Regardless of your background."
UC1S4Jeodbr5EbsCOIgBWJPQ,Joshua Emmanuel,6,158000,34489804,255,,Canada,UU1S4Jeodbr5EbsCOIgBWJPQ,"Short visual lessons that quickly explain covered content. I mainly cover topics in Statistics, Quantitative Methods, and Time Value of Money with the BA II Plus calculator. I try to respond to questions posted on my videos as soon as possible but if you need additional help online tutoring, assignment help, feel free to contact me via my email address found on this channel.
Enjoy!"
UCS2FguffO6HV3o6RrCOcaRg,WsCube Tech! ENGLISH,6,73100,3829979,1190,,India,UUS2FguffO6HV3o6RrCOcaRg,"WsCube Tech is Vernacular Upskilling platform revolutionizing the way you learn  develop your career skills.

We understand the challenges faced by job aspirants in our country. With limited resources and lack of topnotch skill mentorship in native language, many talented individuals miss out on global job opportunities. Thats where WsCube Tech steps in.

Our mission is clear 
To bridge the gap in Indias upskilling ecosystem by providing techenabled  joboriented training programs in vernacular languages.

We believe that language should never be barrier to learning anything.

With WsCube Tech, youll gain handson skills that make you globally competitive. Our courses are designed to prepare over 100M career aspirants for the Bharat of future. 

Subscribe  join us on this transformative journey. Learn 

 Digital Marketing
 WebApp Development
 Cyber Security
 Python 
 Data ScienceAnalytics
 Programming 

For inquiries, call on 91 9269698122, 9024244886"
UCOtLXcr9o6G6pj-kgAYiPWw,Data Science with Onur,5,12000,446530,326,2023-01-03 17:32:47.746596+00:00,Türkiye,UUOtLXcr9o6G6pj-kgAYiPWw,"Hello! Im Onur. Welcome to my Data Science channel. On my channel, I share videos about Data Science, from Python and SQL to Data Analysis, Machine Learning ML, and Artificial Intelligence AI. Whether youre just starting out or already have some experience, youll find tutorials, courses, and handson projects that can help you level up"
UCGnHHrgeJ6hp1nHUwuWILVg,Carolina Data Analyst,6,17400,484068,29,2022-06-02 05:08:30.528660+00:00,Colombia,UUGnHHrgeJ6hp1nHUwuWILVg,"Tutoriales de analtica y ciencia de datos. Aprende a hacer tus propios proyectos con Excel, Bases de Datos, SQL, Python y mucho ms...

Hola  Mi nombre es Carolina

Soy profesional en el campo de las finanzas y los negocios desde hace ms de 7 aos. Actualmente trabajo como consultora financiera y freelance en analtica de datos. 

A finales de 2022 decid incorporarme en el mundo de los datos e inici mi aprendizaje en el campo. He creado este canal para crear y compartir contenido formativo sobre analtica de datos."
UCkR95L-wEZ6ClrPzqDPsiwA,Charlotte Chaze | Break Into Tech,5,21000,3999340,416,2022-09-24 16:05:38.566707+00:00,United States,UUkR95L-wEZ6ClrPzqDPsiwA,"Weve helped thousands of people break into tech with no experience. Teachers, retail workers, SAHMs, bartenders, customer service reps, etc.

I broke into tech by learning data analytics online. Then I built a company to help others do the same... and its working. 

TikTok charlottechaze 470k"
UCOXouBu-FfcqFa3yGRdnubg,Tanvir Academy,5,725000,65617167,1957,,Bangladesh,UUOXouBu-FfcqFa3yGRdnubg,"Welcome to Tanvir Academy!
At Tanvir Academy, we empower you to master Microsoft Office tools, Google Sheets, and innovative online earning strategies. Our engaging tutorials and stepbystep guides cater to all skill levels, enhancing your productivity and skills.

Explore topics like
Microsoft Excel From basic formulas to advanced data analysis.
Microsoft Word Create professional documents with ease.
Microsoft PowerPoint Design captivating presentations.
Power BI Unlock data visualization and insights.
Google Sheets Collaborate effectively and manage data.

Join our community by subscribing for the latest tutorials and tips!

 For business inquiries tanvirrahamanbdgmail.com
 Website www.tanviracademy.com

Thank you for choosing Tanvir Academy!
Tanvir Rahaman
Founder, Tanvir Academy
Tanvir Academy Online Training Center"
UCGiGMAdEXbmMj4hfYA1D_Sw,Dashboard Psychology,6,99,18365,23,2023-11-29 04:23:26.194658+00:00,United States,UUGiGMAdEXbmMj4hfYA1D_Sw,"It is all about the data and its presentation in the form of a dashboard or a storytelling.
Welcome to my channel where I talk about the art and the science behind the data and its data products.

Here you will learn tips and tricks about SQL, Python, Tableau and Power BI.
I have 12 years of experience in the field of data an analytics and through my career I have learned so may things which I am eager to share with you.

Lately I have been very fascinated with how human psychology affects how we perceive visual presentation of data and graphs.

I my research I have found that it is not all about the data anymore, a clever data analyst can garner audiences attention carefully to the points shehe would like to highlight rather then leaving it up to the audiences imagination.


Welcome!

dataanalytics database datavisualization sql sqlcommand sqldataanalysis tableau powerbi dataanalysis 
How to become a data analyst  SQL Tutorial  Tableau Tutorial  SQL Command"
UCC2OTBYyR7GRoR0PYW0UdYQ,Sahil Gogna,6,37400,1723218,210,2024-01-03 23:07:29.859756+00:00,Canada,UUC2OTBYyR7GRoR0PYW0UdYQ,"Hello, I am Sahil Gogna, a techie doing things out of 9 to 5 in Canada Kitchener 

As a data engineer in one of the largest banks and a parttime coding professor in Canada, I love my life! 

But what I love even more is guiding students and helping them carve out their own paths to success. Whether youre just starting out in tech or looking to level up your skills, Im here to share my insights and support you on your journey.

My goal is to inspire and uplift students, offering career guidance and practical advice to help you succeed in the tech world. Lets come together to spread positivity and make the most of every opportunity.

Dont forget to hit that SUBSCRIBE button and join me on this journey of learning, growth, and motivation. 

Say hello to me on info.sahilgognagmail.com"
UCaizTs-t-jXjj8H0-S3ATYA,Analytics with Adam,5,31700,2120437,287,2020-02-03 14:07:32.457969+00:00,Ireland,UUaizTs-t-jXjj8H0-S3ATYA,"Welcome to Analytics with Adam.

I focus on making content related to Business Analytics and AI using the Google Stack
Google Sheets, Google Appscript, BigQuery, Looker Studio, Google Gemini and Google Colab.  

This channel is aimed at business users and students who want to leverage data analysis tools to improve their role performance or data analytics portfolios. 

My name is Adam, I am in the midst of a varied techofunctional career where I have worked as a data end user business analyst  accountant and am now leading some finance analytics projects for one of the worlds top consultancy firms. Using my experience with both large and small business I hope to share relevant, usable and actionable tutorials  walkthroughs. I believe in lifelong learning and am learning everyday.    

businessanalytics businessanalysis dataanalytics datavisualization dataanalysis bigquery lookerstudio  SQL googlecolab  python googlesheets googlegemini"
UCwWQ40Can8UpItXXaQI3NTg,The Lone Crater,5,51,19438,2179,2025-08-23 21:32:24.697054+00:00,United States,UUwWQ40Can8UpItXXaQI3NTg,"Welcome to The Lone Crater

Here youll find quick, engaging videos on just about every topic you can imagine. We upload often, so theres always something new to discover. Whether youre curious, looking for advice, or just want to pick up something interesting in a couple of minutes, youre in the right place.

 For business or collaboration opportunities,  contact theslopfarmgmail.com

Disclaimer The content on this channel is for general informational and entertainment purposes only. While we aim to be accurate and helpful, details can sometimes be incomplete, outdated, or vary by situation. Nothing here should be taken as professional, legal, medical, or financial advice  always doublecheck important information with trusted sources or a qualified professional."
UCy1QVGCK28-BgB0Tgo8GlTw,Colorstech Training (By Slidescope),5,6100,630859,1205,,India,UUy1QVGCK28-BgB0Tgo8GlTw,"A Channel focused on providing awesome videos of Data Analysis, Business Analysis, Digital Marketing, Web Development and Technological Updates. 
We have Tutorial Playlists which will help students in learning the programming languages like Python, PHP, HTML, CSS and SQL. Our channel also has video tutorial playlists of Power BI, Tableau, and similar Data Science tools."
UCTHAIlSOqquwOKnd_nCJgAQ,My Lesson,5,332000,10245719,62,2021-06-21 22:09:29.010068+00:00,Pakistan,UUTHAIlSOqquwOKnd_nCJgAQ,"My Lesson is a platform where you can learn about the topics that are taught in College or University. We provide lessons on various topics from the best experts around the world. You can learn about Computer Science, IT security, Mathematics, Statistics, Physics, Biology and so on.
We create courses by collaborating with great educators who like to share their expertise. All the contents of this channel are solely dedicated to educational or research purposes in computer science."
UC2MYZHG8a56u4REI2RedtRA,KaaShiv InfoTech,5,242000,31408087,2907,,India,UU2MYZHG8a56u4REI2RedtRA,"IT jobs in Tamil  jobs hunter in tamil  Learn to Code  to teach people how to different technologies by way of clear and organized lessons. The guide covers a variety of topics, ranging from beginner to advanced skill levels."
UCSDduiUPi5Pona4zx1UHOLA,Data Geek is my name,5,2020,127393,93,2023-02-06 17:12:50.199639+00:00,United States,UUSDduiUPi5Pona4zx1UHOLA,"Welcome to Data Geek Is My Name!
I simplify Python, SQL, Data Science, Machine Learning, and Power BI with handson projects  easy tutorials.

Whether youre a beginner or looking to sharpen your skills, youll learn how to
 Analyze data with Python  SQL
 Build dashboards with Power BI
 Create machine learning models
 Predict stock prices with live data
 Clean, visualize  automate datasets

Expect realworld projects using Jupyter Notebook, stepbystep guides, and AI tutorials designed to help you grow fast in todays datadriven world.

 Subscribe to learn data techniques easily.

 SUPPORT THE CHANNEL
Support the channel with your Amazon purchases httpsamzn.to42d3RQP
 Disclosure this link gives me a small commission to support videos on this channel with no extra charge to you.

 BUY ME A COFFEE
Creating free tutorials takes time, love, and lots of coffee! 
If youd like to support my work, you can Buy Me a Coffee at httpsbuymeacoffee.comdatageekismyname"
UCdmn-gv87nkn8ywSO_2DuhQ,Arjinium,6,1,3,6,2024-07-03 11:15:28.215372+00:00,Unknown,UUdmn-gv87nkn8ywSO_2DuhQ,Unknown
UCApUMSkgDT8ayJZU8jBweYw,Endless Knowledge,6,1030000,58394207,838,,India,UUApUMSkgDT8ayJZU8jBweYw,"Hello Everyone, Welcome to Endless Knowledge.

Im here to deliver a variety of tutorials on platforms like 
1. MS Office 
2. Computer Tips  Tricks 
3. Video Editing and Photo Editing

Weekly 3 videos will be uploaded and Ill try to solve all your doubts through comments.

The only aim of this channel is to teach everything in my Mother Tongue Tamil because everyone deserves to know everything. So my passion is to help others to grow in their field.

EVERYTHING GODS GRACE"
UC-THc4NB7EGw4WVfUZzm5lw,Analytics with Ahmed,5,127,2456,17,2022-10-13 17:06:46.724487+00:00,Unknown,UU-THc4NB7EGw4WVfUZzm5lw,"Analytics with Ahmed is your ultimate destination for mastering data analysis skills. 

With over 7 years of industry experience and a Microsoft Certified Data Analyst, I am your goto mentor for mastering Excel, Power BI, Tableau, SQL, and more. Whether youre a beginner entering the data ecosystem or a seasoned pro looking to refine your skills, I offer invaluable insights for all levels. 

Join our thriving community of over 100 individuals who have transformed their analytical prowess with my guidance. From practical project walkthroughs to comprehensive software tutorials, our content empowers you with the knowledge and tools essential for success in the dynamic data landscape. 

Subscribe now and embark on your journey to becoming a true Data Wizard!"
UC6sNpklmi_nf3Q3vpzB1LbQ,Analytics Everywhere,5,1180,38326,15,2023-02-09 15:12:50.082359+00:00,India,UU6sNpklmi_nf3Q3vpzB1LbQ,"Welcome to my channel! 

Im Shubhrajit Basu, a Business Data Analyst with 9 years of experience in Power BI, SQL, Excel, and Python, Data Analysis and science. 
On this channel, youll find stepbystep tutorials, dashboards, interview prep, and career tips to help you become a successful data analyst."
UCQiNyL7ik4FIlV2UCvojq0g,Rohan Adus,5,32600,2562379,1205,2020-03-23 18:26:32.339179+00:00,Unknown,UUQiNyL7ik4FIlV2UCvojq0g,"Im a 26 year old Data professional. Ive worked at startups, finance firms where we launched the first bitcoin linked ETF, and silicon valley based tech companies. I now do consulting for businesses on analytics as well as AI Automation.

On this channel I share the career advice that allowed me to have the success I had at a young age, as well as educate people how to start freelancing with new tools and technologies.

My mission is to help upskill people on data and AI to make the world more data driven than when I came into it."
UCq6XkhO5SZ66N04IcPbqNcw,Keith Galli,6,250000,17460456,106,,United States,UUq6XkhO5SZ66N04IcPbqNcw,"MIT Graduate. I make educational videos on Computer Science, Programming,  Board Games, and more!

I found online videos to be extremely helpful as I progressed through the educational system growing up so I decided to make a channel of my own. Let me know what I should make next!

Keith"
UCMpVr_7GK4qHgK3G0NPHCGw,Programming Is Fun,6,18900,1065308,140,,India,UUMpVr_7GK4qHgK3G0NPHCGw,Unknown
