channel_id,title,appearances_in_searches,subscriber_count,view_count,video_count,published_at,country,uploads_playlist_id,description
UCFp1vaKzpfvoGai0vE5VJ0w,Guy in a Cube,10,514000,42154642,1150,2014-12-03T13:23:39Z,US,UUFp1vaKzpfvoGai0vE5VJ0w,"Guy in a Cube is all about teaching you the clicks of #PowerBI and #MicrosoftFabric!

We’ve been working with Power BI for years, exploring the platform so you can thrive as a business analyst. We also dive into the breadth of Microsoft Fabric and show how your data fits into the wider Microsoft stack, getting it into shape for Power BI and beyond.

WEDNESDAY & THURSDAYS: We teach you the clicks of Power BI and Microsoft Fabric!

SATURDAY: Live stream to answer your questions about Microsoft Fabric including Power BI!

Join us by subscribing and participating in the comments with your questions or thoughts.

*** Adam Saxton and Patrick LeBlanc are Microsoft Employees. Guy in a Cube is not associated with Microsoft and our opinions are our own. ***"
UCJHs6RO1CSM85e8jIMmCySw,Derrick Sherrill,7,84800,4141306,81,2016-02-02T16:32:32Z,US,UUJHs6RO1CSM85e8jIMmCySw,
UCTlX7UpqASrldmx5_CpG3CA,Andy Kriebel,8,75800,9033352,805,2006-11-08T21:30:52Z,GB,UUTlX7UpqASrldmx5_CpG3CA,"Become a Tableau Expert | Next-Level Tableau
https://nextleveltableau.com

To go deeper, check out my courses:
→ Tableau Starter Kit - A beginner-friendly course designed to help you understand Tableau quickly - https://www.nextleveltableau.com/star...

→ Tableau Core Concepts - A comprehensive, self-paced course for Tableau users ready to level up - https://www.nextleveltableau.com/tcc

→ Join Next-Level Tableau - My most comprehensive Tableau program to help analysts become industry leaders, with the support of a like-minded community, and 1-to-1 help from me - https://www.nextleveltableau.com/

📩 NEWSLETTER
Each week, I'll send you Tableau tips, tutorials, and strategies to design better dashboards, have more impactful, and stand out in your career: https://nlt.kit.com/

🔽 CONNECT WITH ME
• Official website - https://www.nextleveltableau.com/
• LinkedIn -   / andykriebel  

#tableau #dashboard #tutorial #beginner
"
UCs6nmQViDpUw0nuIx9c_WvA,ProgrammingKnowledge,12,1850000,318210470,4111,2012-03-25T22:39:58Z,IN,UUs6nmQViDpUw0nuIx9c_WvA,"Hi Guys, 
I have Always been asked to share my code which I use in my video. Answering people’s questions is great, and the feeling you get when you solve a problem always felt good. The only problem I have is making tutorials is a little bit time consuming. It requires planning the subjects that need to be covered, recording the tutorial, editing the video, rendering it and finally uploading it on YouTube. 
So I need your help in Collecting All the codes at one place. I made a website Codebind.com for sharing my code and other programming stuff. But I alone can not do this. So Ask you guys to become contributor to this site. Just Share the code Which you learn by watching Programming Knowledge or You can simply share your Programming Knowledge with others.
What is your Benefit?
1 - Together we can collect all the codes of All my videos and share it with others.
2 - Sharing Knowledge is the biggest learning. By sharing You can understand the concepts better.
CodeBind.com"
UCO3pT4ZI8x2RVqYWxxcrZsw,upGrad,8,233000,364927127,1555,2015-08-06T13:26:18Z,IN,UUO3pT4ZI8x2RVqYWxxcrZsw,"Welcome to upGrad!

We believe that learning is a lifelong journey, and it’s definitely not one size fits all. So whether you are interested in our speciality domains, infotainment, or just a dose of motivation, we at upGrad, bring it to you. 

Stay ahead, and click on “Home” to begin learning 'your' way.

About Us:

upGrad - started in 2015 is a pioneer in the online education revolution, focused on powering career success for a global workforce of over 1.3 billion. It is one of the few Integrated LifeLongLearning Tech Companies in the world, spanning the college learner to the working professional from the age group of 18 to 55+ years and across undergrad courses, campus & job-linked programs, studying abroad, short form to executive programs to Degrees, Master's and Doctoral, with a learner base of over 3 million across 100+ countries and over 300 university partners and robust enterprise business with a client base of 1000 companies worldwide.
"
UC1nrlkYcj3hI8XnQgz8aK_g,CodersArts,11,8740,2084361,1697,2018-01-07T12:09:52Z,IN,UU1nrlkYcj3hI8XnQgz8aK_g,"CodersArts provides programming help for students, software developers, and companies worldwide. 

Students can get 1:1 live mentorship or project-based help, while professionals can receive job/work support, upskilling, and collaboration opportunities. 

Our YouTube channel offers tutorials, code walkthroughs, project ideas, work samples, and more. Visit our website for more details.


=====================================================================

If you're passionate about sharing your expertise in software development, AI & ML, Techtalk, CSE, DSA, or other related technology topics, we would love to hear from you. 

Please reach out to us at contact@codersarts.com to submit your content and join our community of like-minded individuals who share your intellectual curiosity.
===============================================================

Visit our site for more details
Thank you!
Codersarts


"
UC3UwrWtAFlAkFl_3Nia756g,numiqo,9,256000,16905553,201,2020-05-16T09:26:49.493918Z,AT,UU3UwrWtAFlAkFl_3Nia756g,"Hi! We’re Dr. Hannah Volk-Jesussek and Dr. Mathias Jesussek, and our mission is to make statistics simple and approachable for everyone. On this channel, we break down fundamental statistical concepts into easy-to-understand explanations. Plus, we introduce you to DATAtab – a powerful yet user-friendly tool to help you effortlessly analyze your data.

Let’s make statistics less intimidating and more empowering, one step at a time!

"
UC0GmdVKZhMM3Rmielp4oVAA,Stefanovic,8,327000,13039916,108,2014-01-07T19:54:07Z,US,UU0GmdVKZhMM3Rmielp4oVAA,"Escape the 9-5. Live your Dream Life. Sharing my lessons along this journey.
"
UCqthnyniZheHyw_r8s_qoDQ,Rajat jain,9,10000,462760,145,2021-07-29T19:25:57.1167Z,IN,UUqthnyniZheHyw_r8s_qoDQ,"Are you eager to break into the world of data and become a successful Data Analyst or Data Engineer or Data Scientist ?  With 9 years of IT experience as a Data Analyst at top companies like Infosys, TCS, LTImindtree, and T-Systems, I’m here to share my knowledge and help you master the skills needed in today's data-driven world.

What You'll Learn:

Power BI: Unlock the power of data visualization and learn how to create insightful reports.
SQL: Master the language of databases and learn how to query, manipulate, and manage data like a pro.
Career Tips via our Podcast Shows : Get practical advice on how to land your dream job, build a strong portfolio, and succeed in the data analytics .
Whether you're just starting out or looking to enhance your existing skills, this channel has something for everyone. Subscribe now and start your journey 
#dataanalyst   #datascience  #powerbi  #dataanalytics  #sql
"
UCuLgfhXLVT7o1EUx8YNwV6A,Sheryians AI School,6,38800,1123828,90,2025-02-21T19:56:39.851722Z,IN,UUuLgfhXLVT7o1EUx8YNwV6A,"Welcome to Sheryians AI School 
Your one-stop destination to explore Artificial Intelligence, Machine Learning, Data Science, Data Analysis, Python and everything smart enough to shape the future 

Here we simplify complex topics, share real-world projects, and make sure learning AI feels less like a headache and more like an exciting journey 

Whether you're just starting or leveling up your skills, this is the place to be. Hit subscribe and let's decode the future together! 

Subscribe Karo maza aa jaaye ga 😍😍
"
UCDS0CaKe4MDhrKBwVdiUGjQ,Tech Table Tutor,5,25600,6772629,923,2024-06-02T16:52:45.674116Z,IN,UUDS0CaKe4MDhrKBwVdiUGjQ,"Upload Schedule:
📌 Daily Shorts – Every day at 7 PM
🎥 Weekly Video – Every Friday at 7 PM
📝 Daily Post – Every day at 7 PM

Welcome to TechTableTutor, your go-to hub for smart tech tricks, productivity hacks, and expert tutorials in Microsoft Excel, Word, PowerPoint, and Windows! Whether you're a beginner or a pro, we simplify complex concepts with easy-to-follow videos in Hindi & English.

🔹 Excel Tips & Tricks 📊
🔹 Word Formatting & Automation 📝
🔹 PowerPoint Presentations Like a Pro 🎨
🔹 Windows Shortcuts & Productivity Hacks ⌨️

Join us to boost your skills and work smarter, not harder!

Subscribe now & stay ahead in the tech game!

I’m Mukesh Maurya, a Mechanical Engineer with an MBA in Operations Management. Join me at TechTableTutor for expert insights, practical tricks, and comprehensive tutorials on Excel, MS Office, and beyond! Together, we’ll unlock the full potential of these powerful tools.
"
UCNFmBuclxQPe57orKiQbyfA,Tanay Pratap,6,307000,33229946,864,2019-01-28T06:29:29Z,IN,UUNFmBuclxQPe57orKiQbyfA,"Tanay Pratap, lovingly called Tanay Bhaiya, is an engineer, turned educator, turned entrepreneur.
Tanay started his career in Network Security, then delved into Artificial Intelligence, and finally found his love with web development. He has worked at multi-national companies such as Cisco and Microsoft.
At Microsoft, he worked on Microsoft Outlook and Teams - products with millions of users all over the world.
Tanay Bhaiya had been teaching on the side since 2014. But he finally stepped up in 2020 when the COVID-19 pandemic left students with no job prospects.
Since then, Tanay has guided thousands of students to their first jobs in development through his two startups NeoG Camp and Roc8.
With great power comes great responsibility.
Realizing the impact that he can create on the education system of the country, Tanay resigned from his well-paying job at Microsoft and raised $5M in funding to fix education.
Follow Tanay Bhaiya to witness how he changes education and hiring in India.
"
UCV3WVadReWTlbD5sz_nUHgA,Data Universe,5,7460,397793,213,2023-05-31T20:00:53.22952Z,PK,UUV3WVadReWTlbD5sz_nUHgA,"Welcome to [Data Universe]! This channel is dedicated to empowering you with advanced skills and knowledge in the world of data analytics, business intelligence, and programming. Whether you're an Excel enthusiast, a Power BI enthusiast, or interested in Python, SQL, and data science, you're in the right place. Our goal is to provide you with valuable tutorials, tips, and techniques that will enhance your data analysis capabilities and help you make informed decisions.

So, if you're passionate about data analysis, business intelligence, and programming, don't forget to hit the subscribe button and turn on the notification bell to stay updated with our latest content.

"
UCyzh0DEqXiYLzlT-jMz9D9A,Data for Development,5,78900,7900475,23,2016-02-19T06:08:27Z,GB,UUyzh0DEqXiYLzlT-jMz9D9A,"Online on-demand courses, live online classes, free resources and a community for data professionals working in social impact interventions. Visit https://datafordev.com"
UC9jEmWZFQ3tv-uLqqd7CeNg,The Power BI Guy,6,22800,1642824,73,2013-10-09T17:48:24Z,GB,UU9jEmWZFQ3tv-uLqqd7CeNg,"I teach Power BI, Excel & SQL content!"
UC0OoEIimc3vlvfko3jZH0ww,Data From Zero to Hero,5,1680,49273,107,2023-02-20T19:34:21.295868Z,PL,UU0OoEIimc3vlvfko3jZH0ww,"This course  is a complete Data Analyst / Engineering Course. The course provides the complete preparation you need to become a Data analyst / Data Engineer. During the course you will  learn lots of useful tools such as :  Excel, Python, WebScraping (tools), Pandas,  NumPy, Matplotlib, Scikit-Learn, Seaborn, SQL, PosgreSQL, Tableau, AWS. Our plan is to eventually move to Machine learning. The course provides complete preparation for someone who wants to become a data analyst. I believe that this resource will significantly boost your chances of landing a job, as it will prepare you for practical tasks which are asked in during the interviews. Please subscribe and stay tuned if you want to keep learning with us.

 
"
UCBck_6Ly4P7Z2d6m4XxRkeA,Karina Data Scientist,6,6900,310433,129,2024-05-07T04:31:29.571105Z,AU,UUBck_6Ly4P7Z2d6m4XxRkeA,"Hi, I'm Karina! A decade ago, I transitioned from finance to the world of data analytics and data science. It is all started with simple VBA code, and I knew my life will never be the same. After that it was SQL, R, Python, PowerBI, Tableau, hours spent with Stackoverflow and Youtube tutorials. 

⚡️Want to learn Python or start coding, but it feels overwhelming - start with my ""Data Analysis with Python"" beginner-friendly masterclass:  https://karinadatascientist.com/ 
⚡️ 

Through my channel, I want to demystify data analysis and share my knowledge — from statistics and Excel to Python and ChatGPT.

Want to learn something new? Subscribe and hit the bell to get notified when I upload new videos!"
UCyUBX1dhIB0_XUszOacocJA,DataAnalyticWorld,6,153,5691,20,2022-01-23T15:56:34.41403Z,IN,UUyUBX1dhIB0_XUszOacocJA,"Hi welcome to DataAnalyticWorld. 
Is it great idea learning data analysis and pursue career as Data Analyst.? Yes, it is.
1.Data Analytics is in high Demand
2.Higher Salaries
3. Anticipated Job Growth
So Why late....
In this DataAnalyticWorld you are going to be master in Data Analysis. You will learn about Tableau, MS SQL, Power BI, Qlick, Python, R, SAS, Business Analyst, Data Science, Statistics and Probability, Excel and what not all related about Data Analysis. Achieve your career and dreams from DataAnalyticWorld by subscribing to it.

Discover new way of learning and become a scholar as a 
Data Analyst 👨‍🎓

Learn at ease and build a life you deserve..

Subscribe to learn more!!!!

New tutorial publishing on every week....

Little Disclaimer
Whatever I upload is made by me. Not copied from anywhere

"
UC_LTk4kwxHI0Tj0568u7cxg,Lillian Chiu,5,325000,10439916,81,2021-12-06T20:15:24.129627Z,US,UU_LTk4kwxHI0Tj0568u7cxg,"Hi! I’m Lillian and I am a 25 y/o Taiwanese working as a business analyst in new york. I moved to the U.S. 6 years ago for college and in my videos you will find me sharing my [early career] stories in tech, navigating through life in my 20s, and building my home away from home.

💌 For Inquiries:
lillian.chiu.nyc@gmail.com

Socials:
IG: @lillian__chiu
"
UChsIfN1sZzh6vF8Zx42kGMA,SPSS4RESEARCH,6,15700,616119,14,2022-02-19T03:02:42.529792Z,,UUhsIfN1sZzh6vF8Zx42kGMA,"SPSS4RESEARCH is a channel dedicated to teaching research data management using SPSS software. We aim to assist students, academics and researchers all over the world with easy ways of accomplishing their data management for theses, dissertations and any kind of quantitative research. 
Subscribe and Hit the notification icon to get notified of our constant updated videos. Feel free to request in the chat any kind of data analysis or data management you want to do and we will be more than happy to help. 

Important note: The opinions, thoughts, and views expressed on this channel are solely my own and do not represent the views, policies, or opinions of my employer(s) or any organizations I may be affiliated with. All content is created and shared for informational purposes only.
"
UCZAyzJefV9LFIIqRe7pe8Yw,Learn at Knowstar,6,47900,6366002,504,2016-07-25T19:04:23Z,CA,UUZAyzJefV9LFIIqRe7pe8Yw,"Data and Analytics videos for all learners. SQL, Python, Spark, Artificial Intelligence, Machine Leaning
Collab and Sponsorships - Please contact at learn@knowstar.org

Book a Personalized 1-on-1 SQL Mock Interview Session - USD 35
https://calendly.com/learn-knowstar/sql-mock-interview

10 Must-Have Tech Gear For Every Software Programmer 
https://know-star.blogspot.com/2025/07/10-must-have-tech-gear-for-programmers.html

You can connect with us here -

Instagram - https://www.instagram.com/learn.knowstar/
Blog - http://know-star.blogspot.com/
Facebook - https://www.facebook.com/knowstartrainings/
Linkedin - https://www.linkedin.com/company/knowstar-e-learning-solutions/?viewAsMember=true
Website - http://knowstar.org/
Email - learn@knowstar.org

Happy Learning with Learn at KnowStar!"
UCaEnuGKGWscOZTWAmJDXyrQ,Her Data Project,5,8880,333158,16,2022-10-07T10:48:13.556953Z,,UUaEnuGKGWscOZTWAmJDXyrQ,"Data Analysis projects from beginner to advanced
* Excel
* SQL
* PowerBI
* Tableau
* Python
"
UC-yPpJpq1GFt7i9tcoj6R-g,Data with Luis | Data Analyst,5,1030,49101,45,2011-06-21T00:57:16Z,US,UU-yPpJpq1GFt7i9tcoj6R-g,"My name is Luis and welcome to my channel!

With close to a decade of experience in the tech field, I'll be sharing my knowledge of PowerBI, Python, Tableau, and more.

Tune in for helpful tips, tutorials, and insights into the world of data analysis. "
UC-klSBQEDFoGT93nDrbwZbg,real shahnawaj,6,14100,5337700,165,2018-02-26T16:10:20Z,IN,UU-klSBQEDFoGT93nDrbwZbg,"ᴴᵉˡˡᵒ ᶠʳⁱᵉⁿᵈ'ˢ✔️ 
ᴵᵗ'ˢ ᴹᵒʰᵈ ˢʰᵃʰⁿᵃʷᵃʲ  ᶠʳᵒᵐ ᴿᵃᵐᵖᵘʳ ᵁᵗᵗᵃʳᵖʳᵃᵈᵉˢʰ (ᴵⁿᵈⁱᵃ) 😎
 .........................................................
 ᵂᵉˡᶜᵒᵐᵉ ᵀᵒ ᴹʸ ʸᵒᵘᵀᵘᵇᵉ ᶜʰᵃⁿⁿᵉˡ ʳᵉᵃˡˢʰᵃʰⁿᵃʷᵃʲ 
..........................................................
ᴹʸ ᶜʰᵃⁿⁿᵉˡ ᴿᵉˡᵃᵗᵉᵈ ᵀᵒ ᴱᵈᵘᶜᵃᵗⁱᵒⁿᵃˡ ⱽⁱᵈᵉᵒ ᴼⁿ ᵀʰⁱˢ ᶜʰᵃⁿⁿᵉˡ  ʸᵒᵘ ᵂⁱˡˡ ᶠⁱⁿᵈ ⱽⁱᵈᵉᵒˢ,
ᴿᵉˡᵃᵗᵉᵈ ᵀᵒ ᴹⁱᶜʳᵒˢᵒᶠᵗ ᵀᵒᵒˡˢ 
¹. ᴹⁱᶜʳᵒˢᵒᶠᵗ ᴱˣᶜᵉˡ 
². ᴹⁱᶜʳᵒˢᵒᶠᵗ ᵂᵒʳᵈ 
³.ᴾᵒʷᵉʳ ᴾᵒⁱⁿᵗ ᴾᵃⁱⁿᵗ ᴱˣᵗ  
⁴.ᴿᵉˡᵃᵗᵉᵈ ᵀᵒ ᴸⁱⁿᵏᵉᵈᴵⁿ 
⁵.ᵀᵉᶜʰⁿⁱᶜᵃˡ ᶜᵒⁿᵗᵉⁿᵗ 
⁶. ᴶᵒᵇ ᴿᵉˡᵃᵗᵉᵈ ᶜᵒⁿᵗᵉⁿᵗ  
''ᴬⁿᵈ ᴹᵃⁿʸ ᴹᵒʳᵉ ,,
ᴰᵉᵃʳ ᶜᵒᵖʸʳⁱᵍʰᵗ ᴼʷⁿᵉʳ,
ᴵᶠ ᴵ ᴴᵃᵛᵉ ᵁˢᵉᵈ ʸᵒᵘʳ ⱽⁱᵈᵉᵒ ᶜˡⁱᵖ ᴮʸ  ᴹⁱˢᵗᵃᵏᵉ ᴾˡᵉᵃˢᵉ ᴰᵒⁿ'ᵗ ᴳⁱᵛᵉ ᴰⁱʳᵉᶜᵗˡʸ ᶜᵒᵖʸʳⁱᵍʰᵗ ˢᵗʳⁱᵏᵉ
ᴾˡᵉᵃˢᵉ ᶜᵒⁿᵗᵃᶜᵗ ᴹᵉ,🤞
''ᴼᵗʰᵉʳ ᴱⁿqᵘⁱʳʸ के लिए ᴱᵐᵃⁱˡ ᴷᵃʳᵉ,
 ˢʰᵃʰⁿᵃʷᵃʲʳᵃᵈⁱᶠᶠ@ᵍᵐᵃⁱˡ.ᶜᵒᵐ
ᴰᴵˢᶜᴸᴬᴵᴹᴱᴿ :-
ᶜᵒᵖʸʳⁱᵍʰᵗ ᴰⁱˢᶜˡᵃⁱᵐᵉʳ ᵘⁿᵈᵉʳ ˢᵉᶜᵗⁱᵒⁿ ¹⁰⁷ ᵒᶠ ᵗʰᵉ ᶜᵒᵖʸʳⁱᵍʰᵗ ᴬᶜᵗ ¹⁹⁷⁶,
ᴬˡˡᵒʷᵃⁿᶜᵉ ⁱˢ ᵐᵃᵈᵉ ᶠᵒʳ ᶠᵃⁱʳ ᵘˢᵉ ᶠᵒʳ ᵖᵘʳᵖᵒˢᵉ ˢᵘᶜʰ  ᵃˢ ᶜʳⁱᵗⁱᶜⁱˢᵐ,
ᶜᵒᵐᵐᵉⁿᵗˢ, ᴺᵉʷˢ ᴿᵉᵖᵒʳᵗⁱⁿᵍ, ᴬⁿᵈ ᴿᵉˢᵉᵃʳᶜʰ,
ᶠᵃⁱʳ ᵁˢᵉ ᴵˢ ᴬ ᵁˢᵉ ᴾᵉʳᵐⁱᵗᵗᵉᵈ ᴮʸ ᶜᵒᵖʸʳⁱᵍʰᵗ
ˢᵗᵃᵗᵘᵗᵉ ᵀʰᵃᵗ ᴹⁱᵍʰᵗ ᴼᵗʰᵉʳʷⁱˢᵉ ᴮᵉ ᴵⁿᶠʳⁱⁿᵍⁱⁿᵍ, 


"
UCqwkX8ZieryoPmcupkpcXRA,Analytics School,6,3410,186077,99,2017-03-18T02:54:22Z,IN,UUqwkX8ZieryoPmcupkpcXRA,"Welcome To Analytics School.

The world, as we know it, is constantly evolving with ever changing technology that is unprecedented in history. There is no denying that data science and analytics have impacted on every aspect of our lives and businesses. Moreover, we are collecting data more then ever before. To analyze the data and extract meaningful insights that is where Analytics School platform will help you to learn how to efficiently analyze the data using concepts of data science & analytics.  

Today, it’s even more important then to stay relevant. We believe that each one of us is unique, so are our learning needs. Moreover, learning is a hard work and we are here to support you at every step. When learning a new skill arises when you feel you are stuck and you can’t figure it out how to continue. Drop an email at analyticschool@gmail.com, we can contemplate life, movies, and of course you."
UCfzlCWGWYyIQ0aLC5w48gBQ,sentdex,6,1420000,118602710,1264,2012-12-16T20:49:11Z,US,UUfzlCWGWYyIQ0aLC5w48gBQ,"Python Programming tutorials, going further than just the basics. Learn about machine learning, finance, data analysis, robotics, web development, game development and more.

I have ~1000 videos, all of which do not fit on the front page. Try searching on the channel page, or via https://pythonprogramming.net. If you cannot find something, just ask! 

Bitcoin donations: 1GV7srgR4NJx4vrk7avCmmVQQrqmv87ty6
Paypal donations: HSKinsley@gmail.com"
UCbBI_p0ZtBQeDwRdOzPjARw,SoftwareSchool - Coding Tutorials In Telugu,6,86200,5474628,990,2020-08-27T13:03:54.731421Z,IN,UUbBI_p0ZtBQeDwRdOzPjARw,"Software job is your dream? Learn from basics to advanced concepts, real-time topics in Telugu and crack interviews easily.

Technologies 
1. Java Basics & Springboot frame work
2. ReactJS - HTML, CSS, Javascript and ReactJS
3. AngularJS
3. Python - web scraping & flask framework
4. PHP web development
5. ASP .Net
6. AWS Cloud
7. SQL - MySQL, PostgreSQL
8. MongoDB
9. ExpressJS

#webdesigning #webdevelopment #java #reactjs #angular #html #sql 

👨‍💻👩‍💻 Real-time oriented training for Job Seekers 

👉Coding classes in Telugu 
👉Real-time projects 
👉Resume building, Interview preparation, Mock interviews 
👉Call: 9032029072 
👉WhatsApp us on: https://bit.ly/44p8mpV 
👉YouTube Channel: https://bit.ly/3PPkewS 
👉Website(Courses & Syllabus): https://bit.ly/3OaN9dP 
👉Instagram: https://bit.ly/3pGyT2P
👉Email: contact@softwareschool.co
👉Telegram: https://t.me/softwareschoolofficialgroup 

Software School
SoftwareSchool
Software School coding
"
UCmygEzOh7uDtHjzjFr8QFUA,Techzone Learning,6,401,32590,492,2021-04-17T07:34:09.419408Z,PK,UUmygEzOh7uDtHjzjFr8QFUA,Go Higher With New Technology
UCBb7CQdP-bOuPm6w75ANAfw,ChhanditaChowdhury,6,65,6502,12,2020-04-04T08:44:32.09569Z,IN,UUBb7CQdP-bOuPm6w75ANAfw,
UCIe8cgTx8GgD_12D0WTv1dw,Ayotunde Ajibola,6,2450,111280,180,2015-06-26T15:49:21Z,GB,UUIe8cgTx8GgD_12D0WTv1dw,"🚀 Welcome to a space dedicated to boosting your workplace efficiency, making every minute count for what truly matters. My tutorials focus on enhancing office productivity, covering a spectrum of tools and techniques:

Microsoft Excel, Power BI, PowerPoint, VBA, OneNote, and other Office Products
Google Sheets
Accounting & Finance
🌟 As an enthusiast for learning and improvement, I constantly explore new tools and techniques to share with you. My goal is to inspire you to experiment, learn, and share with others.

🎓 About Me: With a background in MBA, Tax Consultancy, Business Analysis, and Teaching, I bring a wealth of knowledge to help you excel in your endeavors.

🎬 Subscribe now to elevate your skills. Expect a new video every Thursday and a quick #shorts session every Sunday. Let's embark on this learning journey together! 📈💡




"
UClA6McOgpsViwULN4KFRx3Q,The Developer,6,35000,1906423,92,2017-01-23T07:20:48Z,IN,UUlA6McOgpsViwULN4KFRx3Q,"Download and Access all Materials from here:
https://thedeveloperyt.com/

Welcome to The Developer – your ultimate hub for all things Power BI, data visualization, dashboards, and data analysis. 📊

🚀 Join us on a journey into the dynamic world of Power BI, where we transform data into actionable insights. Whether you're a novice or a pro, our channel offers concise tutorials and expert tips to level up your data skills.

📈 Dive into the art of data visualization and chart your course to stunning reports. Learn the art of creating compelling visualizations that tell your data's story.

🔍 Uncover the secrets of data analysis. Master data cleansing, transformation, and advanced modeling techniques to extract the gold from your data.

Join The Developer community today and supercharge your Power BI skills. Don't forget to subscribe and hit the notification bell so you never miss a data-packed update!
"
UCnxqF4t_F7B1dN1BmoTMbBA,DevelopersGuides,6,259000,58534269,1286,2022-02-01T03:51:01.003325Z,IN,UUnxqF4t_F7B1dN1BmoTMbBA,"Welcome to Excel Mastery! 📊

Are you ready to unlock the full potential of Microsoft Excel? Whether you're a complete beginner or an advanced user looking to refine your skills, Excel Mastery is your ultimate resource. Our mission is to transform you into an Excel expert with our comprehensive tutorials, tips, and tricks.

What You'll Learn:

Step-by-Step Guides: Easy-to-follow instructions for every level.
Time-Saving Hacks: Boost your productivity with efficient techniques.
Data Analysis Techniques: Learn to analyze data like a pro.
Interactive Dashboards: Create dynamic and visually appealing dashboards.
Real-World Case Studies: Practical examples to apply your knowledge.

Thank you for watching! For any inquiries or collaborations, contact me on WhatsApp: https://wa.me/9354872914

Excel tutorials
Microsoft Excel
Excel tips and tricks
Excel for beginners
Advanced Excel
Data analysis Excel
Excel dashboards
Excel functions
Excel formulas
Excel charts
Pivot tables
Excel 2024
"
UCwk47V1XafOrw83d_vwwGhg,DATA SCIENCE LOVERS,5,30200,1613162,165,2020-04-14T12:21:07.960238Z,IN,UUwk47V1XafOrw83d_vwwGhg,"Learn Python, Big-Data Analysis, Machine Learning, Artificial Intelligence & Statistics with live examples and Real World Projects.

#python #machine_learning #artificial_intelligence #bigdata
"
UClOwA0kTI8m07kdjQYY3wmA,Zero To Data Analyst By Shalaka,6,581,31312,91,2020-09-08T15:41:09.403457Z,IN,UUlOwA0kTI8m07kdjQYY3wmA,"Welcome to my Channel Zero to Data Analyst – your ultimate destination to master data analysis from scratch!
Whether you're a complete beginner or looking to level up your skills, this channel is designed to take you step-by-step through the journey of becoming a job-ready data analyst. From learning Excel, SQL, Python, Power BI, and Tableau, to mastering real-world projects and interview prep, we’ve got everything you need.
This is for *Beginners with zero coding or data background

*Career switchers aiming to enter the data analytics field

*Students and professionals seeking practical data skills
#DataAnalyst #DataAnalytics #LearnDataAnalysis #SQLForBeginners #PythonForDataAnalysis  
#PowerBI #ExcelTips #TableauTutorial #CareerInData #DataAnalysisForBeginners  
#ZeroToDataAnalyst #HowToBecomeADataAnalyst #DataAnalystPortfolio #AnalyticsJobs  
#DataVisualization #DataCleaning #DataAnalyticsProjects"
UCRhUp6SYaJ7zme4Bjwt28DQ,David Langer,5,85600,1633411,111,2011-11-08T19:54:35Z,US,UURhUp6SYaJ7zme4Bjwt28DQ,"I can teach you DIY data science skills.

Regardless of your role. Regardless of your background.
"
UC1S4Jeodbr5EbsCOIgBWJPQ,Joshua Emmanuel,6,158000,34489804,255,2011-10-24T22:46:32Z,CA,UU1S4Jeodbr5EbsCOIgBWJPQ,"Short visual lessons that quickly explain covered content. I mainly cover topics in Statistics, Quantitative Methods, and Time Value of Money with the BA II Plus calculator. I try to respond to questions posted on my videos as soon as possible but if you need additional help (online tutoring, assignment help…), feel free to contact me via my email address found on this channel.
Enjoy!"
UCS2FguffO6HV3o6RrCOcaRg,WsCube Tech! ENGLISH,6,73100,3829979,1190,2019-10-08T08:43:02Z,IN,UUS2FguffO6HV3o6RrCOcaRg,"WsCube Tech is Vernacular Upskilling platform revolutionizing the way you learn & develop your career skills.🚀

We understand the challenges faced by job aspirants in our country. With limited resources and lack of top-notch skill mentorship in native language, many talented individuals miss out on global job opportunities. That's where WsCube Tech steps in.💹

🎯Our mission is clear: 
“To bridge the gap in India's upskilling ecosystem by providing tech-enabled & job-oriented training programs in vernacular languages.”

We believe that language should never be barrier to learning anything.

With WsCube Tech, you'll gain hands-on skills that make you globally competitive. Our courses are designed to prepare over 100M career aspirants for the 'Bharat' of future. 😊

👉Subscribe & join us on this transformative journey. Learn: 

✅ Digital Marketing
✅ Web/App Development
✅ Cyber Security
✅ Python 
✅ Data Science/Analytics
✅ Programming 

📲For inquiries, call on +91 9269698122, 9024244886
"
UCOtLXcr9o6G6pj-kgAYiPWw,Data Science with Onur,5,12000,446530,326,2023-01-03T17:32:47.746596Z,TR,UUOtLXcr9o6G6pj-kgAYiPWw,"Hello! I'm Onur. Welcome to my Data Science channel. On my channel, I share videos about Data Science, from Python and SQL to Data Analysis, Machine Learning (ML), and Artificial Intelligence (AI). Whether you're just starting out or already have some experience, you'll find tutorials, courses, and hands-on projects that can help you level up"
UCGnHHrgeJ6hp1nHUwuWILVg,Carolina Data Analyst,6,17400,484068,29,2022-06-02T05:08:30.52866Z,CO,UUGnHHrgeJ6hp1nHUwuWILVg,"Tutoriales de analítica y ciencia de datos. Aprende a hacer tus propios proyectos con Excel, Bases de Datos, SQL, Python y mucho más...

Hola 👋🏼 Mi nombre es Carolina

Soy profesional en el campo de las finanzas y los negocios desde hace más de 7 años. Actualmente trabajo como consultora financiera y freelance en analítica de datos. 

A finales de 2022 decidí incorporarme en el mundo de los datos e inicié mi aprendizaje en el campo. He creado este canal para crear y compartir contenido formativo sobre analítica de datos.

"
